validity,detectorcomp,contrastCW,contrastCCW,precueCWorCCW,block_80trials.thisRepN,block_80trials.thisTrialN,block_80trials.thisN,block_80trials.thisIndex,etRecord.started,etRecord.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_6.started,text_6.stopped,oriCW,oriCCW,roi_2.started,grating_UR.started,grating_UL.started,grating_LR.started,grating_LL.started,noise_UR.started,noise_UL.started,noise_LR.started,noise_LL.started,roi_2.stopped,grating_UR.stopped,grating_UL.stopped,grating_LR.stopped,grating_LL.stopped,noise_UR.stopped,noise_UL.stopped,noise_LR.stopped,noise_LL.stopped,outframe,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,text_2.started,text_2.stopped,probedcontrast,key_resp.started,respdetect,relevantContrast,correctDetect,TorFdetect,respCWorCCW,key_resp.keys,key_resp.rt,feedback_display_.started,participantNo,blockNo,date,expName,psychopyVersion,frameRate,
1,0,0.0,6.1,0,0,0,0,0,4.079984501004219e-05,4.079984501004219e-05,50.49791579996236,52.50000579981133,52.50000579981133,53.13402599981055,53.13402599981055,53.65582109987736,45,45,53.65582109987736,53.65582109987736,53.65582109987736,53.65582109987736,53.65582109987736,53.65582109987736,53.65582109987736,53.65582109987736,53.65582109987736,54.00181039981544,54.00181039981544,54.00181039981544,54.00181039981544,54.00181039981544,54.00181039981544,54.00181039981544,54.00181039981544,54.00181039981544,23,0,,,54.00181039981544,54.20196079998277,0.0,54.20196079998277,0,0.0,0,1,1000,num_1,1.1084100001025945,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1000,1,4.9,4.9,1,0,1,1,68,,,,,55.33645999990404,55.98692729999311,55.98692729999311,56.47141639981419,45,315,56.47141639981419,56.47141639981419,56.47141639981419,56.47141639981419,56.47141639981419,56.47141639981419,56.47141639981419,56.47141639981419,56.47141639981419,56.83798439987004,56.83798439987004,56.83798439987004,56.83798439987004,56.83798439987004,56.83798439987004,56.83798439987004,56.83798439987004,56.83798439987004,0,1,[0.0011092000640928745],[0.3673732001334429],56.83798439987004,57.04077999992296,1000,57.04077999992296,1000,1000,1000,1000,0,num_3,1.1489478000439703,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1,0,4.9,0.0,0,0,2,2,53,,,,,58.206019599922,58.85663910000585,58.85663910000585,59.35764679987915,315,45,59.35764679987915,59.35764679987915,59.35764679987915,59.35764679987915,59.35764679987915,59.35764679987915,59.35764679987915,59.35764679987915,59.35764679987915,59.70746189984493,59.70746189984493,59.70746189984493,59.70746189984493,59.70746189984493,59.70746189984493,59.70746189984493,59.70746189984493,59.70746189984493,2,2,"[0.017468600068241358, 0.2834842000156641]","[0.2666702000424266, 0.3506428999826312]",59.70746189984493,59.90772629994899,4.9,59.90772629994899,1,4.9,1,1,1000,num_4,0.9468735000118613,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1000,1,0.0,0.0,0,0,3,3,7,,,,,60.875313699943945,61.5184869999066,61.5184869999066,62.0237251999788,315,315,62.0237251999788,62.0237251999788,62.0237251999788,62.0237251999788,62.0237251999788,62.0237251999788,62.0237251999788,62.0237251999788,62.0237251999788,62.376939499983564,62.376939499983564,62.376939499983564,62.376939499983564,62.376939499983564,62.376939499983564,62.376939499983564,62.376939499983564,62.376939499983564,0,1,[0.003964999923482537],[0.36542199994437397],62.376939499983564,62.59095889981836,1000,62.59095889981836,1000,1000,1000,1000,0,num_3,0.7120633001904935,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1,0,0.0,0.0,1,0,4,4,69,,,,,63.32778129982762,63.978332499973476,63.978332499973476,64.47945669991896,45,315,64.47945669991896,64.47945669991896,64.47945669991896,64.47945669991896,64.47945669991896,64.47945669991896,64.47945669991896,64.47945669991896,64.47945669991896,64.82928569987416,64.82928569987416,64.82928569987416,64.82928569987416,64.82928569987416,64.82928569987416,64.82928569987416,64.82928569987416,64.82928569987416,0,1,[0.0012328000739216805],[0.35015509999357164],64.82928569987416,65.02944780001417,0.0,65.04611160000786,0,0.0,0,1,1000,num_1,1.0726579998154193,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1000,1,3.7,6.1,1,0,5,5,48,,,,,66.14730299985968,66.797845199937,66.797845199937,67.28220020001754,315,315,67.28220020001754,67.28220020001754,67.28220020001754,67.28220020001754,67.28220020001754,67.28220020001754,67.28220020001754,67.28220020001754,67.28220020001754,67.64899989985861,67.64899989985861,67.64899989985861,67.64899989985861,67.64899989985861,67.64899989985861,67.64899989985861,67.64899989985861,67.64899989985861,23,0,,,67.64899989985861,67.85105749987997,1000,67.85105749987997,1000,1000,1000,1000,1,num_2,0.7877904998604208,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1000,1,0.0,0.0,1,0,6,6,9,,,,,68.66635459987447,69.31695119990036,69.31695119990036,69.81822649994865,315,315,69.81822649994865,69.81822649994865,69.81822649994865,69.81822649994865,69.81822649994865,69.81822649994865,69.81822649994865,69.81822649994865,69.81822649994865,70.16785899992101,70.16785899992101,70.16785899992101,70.16785899992101,70.16785899992101,70.16785899992101,70.16785899992101,70.16785899992101,70.16785899992101,2,1,[0.0009882000740617514],[0.33412809995934367],70.16785899992101,70.37047799979337,1000,70.38488769996911,1000,1000,1000,1000,0,num_3,0.8940000000875443,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1000,1,6.1,0.0,0,0,7,7,81,,,,,71.30228820000775,71.95296019990928,71.95296019990928,72.45421629981138,45,45,72.45421629981138,72.45421629981138,72.45421629981138,72.45421629981138,72.45421629981138,72.45421629981138,72.45421629981138,72.45421629981138,72.45421629981138,72.82043690001592,72.82043690001592,72.82043690001592,72.82043690001592,72.82043690001592,72.82043690001592,72.82043690001592,72.82043690001592,72.82043690001592,0,1,[0.0012431999202817678],[0.36735089984722435],72.82043690001592,73.02282879990526,1000,73.02282879990526,1000,1000,1000,1000,0,num_3,0.5437076000962406,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1000,1,0.0,0.0,1,0,8,8,85,,,,,73.5882100998424,74.23880119994283,74.23880119994283,74.73973279981874,45,45,74.73973279981874,74.73973279981874,74.73973279981874,74.73973279981874,74.73973279981874,74.73973279981874,74.73973279981874,74.73973279981874,74.73973279981874,75.10622979979962,75.10622979979962,75.10622979979962,75.10622979979962,75.10622979979962,75.10622979979962,75.10622979979962,75.10622979979962,75.10622979979962,10,5,"[0.017209499841555953, 0.08336759987287223, 0.15031499997712672, 0.25036900001578033, 0.2836608998477459]","[0.06667189998552203, 0.11674540000967681, 0.16679639997892082, 0.26691309991292655, 0.36699180002324283]",75.10622979979962,75.30781759996898,1000,75.30781759996898,1000,1000,1000,1000,0,num_3,0.9938716001342982,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
1,0,0.0,3.7,1,0,9,9,35,,,,,76.3241920999717,76.97474789991975,76.97474789991975,77.4691095999442,315,315,77.4691095999442,77.4691095999442,77.4691095999442,77.4691095999442,77.4691095999442,77.4691095999442,77.4691095999442,77.4691095999442,77.4691095999442,77.8255808998365,77.8255808998365,77.8255808998365,77.8255808998365,77.8255808998365,77.8255808998365,77.8255808998365,77.8255808998365,77.8255808998365,0,1,[0.00427610008046031],[0.3651946000754833],77.8255808998365,78.02928529982455,3.7,78.02928529982455,1,3.7,1,1,1000,num_4,0.8649430000223219,,37,4,2026-03-13_17h40.14.118,2026A_exp2,2022.2.4,60.15272774823856,
