validity,detectorcomp,contrastCW,contrastCCW,precueCWorCCW,block_80trials.thisRepN,block_80trials.thisTrialN,block_80trials.thisN,block_80trials.thisIndex,etRecord.started,etRecord.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_6.started,text_6.stopped,oriCW,oriCCW,roi_2.started,grating_UR.started,grating_UL.started,grating_LR.started,grating_LL.started,noise_UR.started,noise_UL.started,noise_LR.started,noise_LL.started,roi_2.stopped,grating_UR.stopped,grating_UL.stopped,grating_LR.stopped,grating_LL.stopped,noise_UR.stopped,noise_UL.stopped,noise_LR.stopped,noise_LL.stopped,outframe,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,text_2.started,text_2.stopped,probedcontrast,key_resp.started,respdetect,relevantContrast,correctDetect,TorFdetect,respCWorCCW,key_resp.keys,key_resp.rt,feedback_display_.started,participantNo,blockNo,date,expName,psychopyVersion,frameRate,
1000,1,3.7,3.7,0,0,0,0,72,3.609998384490609e-05,3.609998384490609e-05,53.511677899979986,55.513626700034365,55.513626700034365,56.14781540003605,56.14781540003605,56.67052430001786,45,315,56.67052430001786,56.67052430001786,56.67052430001786,56.67052430001786,56.67052430001786,56.67052430001786,56.67052430001786,56.67052430001786,56.67052430001786,57.01548370003002,57.01548370003002,57.01548370003002,57.01548370003002,57.01548370003002,57.01548370003002,57.01548370003002,57.01548370003002,57.01548370003002,0,1,[0.0011297999881207943],[0.36823880003066733],57.01548370003002,57.222853099985514,1000,57.222853099985514,1000,1000,1000,1000,1,num_2,0.5724713999661617,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1,0,0.0,3.7,1,0,1,1,32,,,,,57.816207299998496,58.466973300033715,58.466973300033715,58.95115330000408,315,45,58.95115330000408,58.95115330000408,58.95115330000408,58.95115330000408,58.95115330000408,58.95115330000408,58.95115330000408,58.95115330000408,58.95115330000408,59.31758400000399,59.31758400000399,59.31758400000399,59.31758400000399,59.31758400000399,59.31758400000399,59.31758400000399,59.31758400000399,59.31758400000399,23,0,,,59.31758400000399,59.517950400011614,3.7,59.517950400011614,1,3.7,1,1,1000,num_4,0.5735278999782167,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1,0,6.1,0.0,0,0,2,2,21,,,,,60.11852120002732,60.76925180002581,60.76925180002581,61.253664000018034,315,45,61.253664000018034,61.253664000018034,61.253664000018034,61.253664000018034,61.253664000018034,61.253664000018034,61.253664000018034,61.253664000018034,61.253664000018034,61.61996530002216,61.61996530002216,61.61996530002216,61.61996530002216,61.61996530002216,61.61996530002216,61.61996530002216,61.61996530002216,61.61996530002216,23,0,,,61.61996530002216,61.820171000028495,6.1,61.820171000028495,1,6.1,1,1,1000,num_4,0.7505531000206247,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1000,1,3.7,0.0,1,0,3,3,19,,,,,62.5877297000261,63.23835980001604,63.23835980001604,63.72265970002627,315,315,63.72265970002627,63.72265970002627,63.72265970002627,63.72265970002627,63.72265970002627,63.72265970002627,63.72265970002627,63.72265970002627,63.72265970002627,64.08880299999146,64.08880299999146,64.08880299999146,64.08880299999146,64.08880299999146,64.08880299999146,64.08880299999146,64.08880299999146,64.08880299999146,23,0,,,64.08880299999146,64.29104039998492,1000,64.29104039998492,1000,1000,1000,1000,0,num_3,0.6076368000358343,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1000,1,6.1,0.0,1,0,4,4,83,,,,,64.92347009998048,65.5740599000128,65.5740599000128,66.07515960000455,315,315,66.07515960000455,66.07515960000455,66.07515960000455,66.07515960000455,66.07515960000455,66.07515960000455,66.07515960000455,66.07515960000455,66.07515960000455,66.44156499998644,66.44156499998644,66.44156499998644,66.44156499998644,66.44156499998644,66.44156499998644,66.44156499998644,66.44156499998644,66.44156499998644,23,0,,,66.44156499998644,66.6436177000287,1000,66.6436177000287,1000,1000,1000,1000,0,num_3,0.3903155999723822,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1,0,6.1,3.7,1,0,5,5,51,,,,,67.05905209999764,67.70951900002547,67.70951900002547,68.1939335000352,45,315,68.1939335000352,68.1939335000352,68.1939335000352,68.1939335000352,68.1939335000352,68.1939335000352,68.1939335000352,68.1939335000352,68.1939335000352,68.56037190003553,68.56037190003553,68.56037190003553,68.56037190003553,68.56037190003553,68.56037190003553,68.56037190003553,68.56037190003553,68.56037190003553,23,0,,,68.56037190003553,68.76047009998001,3.7,68.76047009998001,0,3.7,1,0,1000,num_1,1.2266178000136279,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1000,1,0.0,3.7,1,0,6,6,84,,,,,70.01303580001695,70.66239509999286,70.66239509999286,71.16356349998387,45,45,71.16356349998387,71.16356349998387,71.16356349998387,71.16356349998387,71.16356349998387,71.16356349998387,71.16356349998387,71.16356349998387,71.16356349998387,71.5299265999929,71.5299265999929,71.5299265999929,71.5299265999929,71.5299265999929,71.5299265999929,71.5299265999929,71.5299265999929,71.5299265999929,23,0,,,71.5299265999929,71.73248110001441,1000,71.73248110001441,1000,1000,1000,1000,1,num_2,0.7095206999802031,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1000,1,0.0,0.0,0,0,7,7,7,,,,,72.46423809998669,73.11481769999955,73.11481769999955,73.59925770002883,315,45,73.59925770002883,73.59925770002883,73.59925770002883,73.59925770002883,73.59925770002883,73.59925770002883,73.59925770002883,73.59925770002883,73.59925770002883,73.96576739999,73.96576739999,73.96576739999,73.96576739999,73.96576739999,73.96576739999,73.96576739999,73.96576739999,73.96576739999,23,0,,,73.96576739999,74.1678091000067,1000,74.1678091000067,1000,1000,1000,1000,1,num_2,0.5151145000127144,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1000,1,0.0,0.0,1,0,8,8,85,,,,,74.70006430003559,75.35044230002677,75.35044230002677,75.85161040001549,315,315,75.85161040001549,75.85161040001549,75.85161040001549,75.85161040001549,75.85161040001549,75.85161040001549,75.85161040001549,75.85161040001549,75.85161040001549,76.21798449999187,76.21798449999187,76.21798449999187,76.21798449999187,76.21798449999187,76.21798449999187,76.21798449999187,76.21798449999187,76.21798449999187,23,0,,,76.21798449999187,76.41992840002058,1000,76.41992840002058,1000,1000,1000,1000,1,num_2,0.4874121999600902,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1,0,0.0,4.9,0,0,9,9,73,,,,,76.9353368000011,77.58750309998868,77.58750309998868,78.08712959999684,45,45,78.08712959999684,78.08712959999684,78.08712959999684,78.08712959999684,78.08712959999684,78.08712959999684,78.08712959999684,78.08712959999684,78.08712959999684,78.45351570000639,78.45351570000639,78.45351570000639,78.45351570000639,78.45351570000639,78.45351570000639,78.45351570000639,78.45351570000639,78.45351570000639,23,0,,,78.45351570000639,78.65352829999756,0.0,78.65352829999756,0,0.0,0,1,1000,num_1,0.7805856000049971,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1000,1,4.9,0.0,0,0,10,10,54,,,,,79.45448840002064,80.10516179999104,80.10516179999104,80.58952039998258,45,45,80.58952039998258,80.58952039998258,80.58952039998258,80.58952039998258,80.58952039998258,80.58952039998258,80.58952039998258,80.58952039998258,80.58952039998258,80.9561798000359,80.9561798000359,80.9561798000359,80.9561798000359,80.9561798000359,80.9561798000359,80.9561798000359,80.9561798000359,80.9561798000359,23,0,,,80.9561798000359,81.15847840002971,1000,81.15847840002971,1000,1000,1000,1000,0,num_3,0.5478510999819264,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
1,0,3.7,0.0,1,0,11,11,12,,,,,81.72338530002162,82.37402390001807,82.37402390001807,82.89135709998664,45,45,82.89135709998664,82.89135709998664,82.89135709998664,82.89135709998664,82.89135709998664,82.89135709998664,82.89135709998664,82.89135709998664,82.89135709998664,83.22499339998467,83.22499339998467,83.22499339998467,83.22499339998467,83.22499339998467,83.22499339998467,83.22499339998467,83.22499339998467,83.22499339998467,22,0,,,83.22499339998467,83.42872930003796,0.0,83.44194709998555,0,0.0,0,1,1000,num_1,0.6160034000058658,,27,4,2026-03-05_13h25.52.163,2026A_exp2,2022.2.4,59.90488302077821,
