validity,detectorcomp,contrastCW,contrastCCW,precueCWorCCW,block_80trials.thisRepN,block_80trials.thisTrialN,block_80trials.thisN,block_80trials.thisIndex,etRecord.started,etRecord.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_6.started,text_6.stopped,oriCW,oriCCW,roi_2.started,grating_UR.started,grating_UL.started,grating_LR.started,grating_LL.started,noise_UR.started,noise_UL.started,noise_LR.started,noise_LL.started,roi_2.stopped,grating_UR.stopped,grating_UL.stopped,grating_LR.stopped,grating_LL.stopped,noise_UR.stopped,noise_UL.stopped,noise_LR.stopped,noise_LL.stopped,outframe,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,text_2.started,text_2.stopped,probedcontrast,key_resp.started,respdetect,relevantContrast,correctDetect,TorFdetect,respCWorCCW,key_resp.keys,key_resp.rt,feedback_display_.started,participantNo,blockNo,date,expName,psychopyVersion,frameRate,
1,0,0.0,6.1,1,0,0,0,31,3.3800024539232254e-05,3.3800024539232254e-05,51.10709400009364,53.109669300029054,53.109669300029054,53.74406880000606,53.74406880000606,54.264487399952486,315,45,54.264487399952486,54.264487399952486,54.264487399952486,54.264487399952486,54.264487399952486,54.264487399952486,54.264487399952486,54.264487399952486,54.264487399952486,54.61163910012692,54.61163910012692,54.61163910012692,54.61163910012692,54.61163910012692,54.61163910012692,54.61163910012692,54.61163910012692,54.61163910012692,0,1,[0.0009566000662744045],[0.36784969992004335],54.61163910012692,54.81174560007639,6.1,54.81174560007639,1,6.1,1,1,1000,num_4,0.6012650998309255,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1000,1,0.0,0.0,0,0,1,1,5,,,,,55.44548949995078,56.07942209998146,56.07942209998146,56.58067089994438,315,45,56.58067089994438,56.58067089994438,56.58067089994438,56.58067089994438,56.58067089994438,56.58067089994438,56.58067089994438,56.58067089994438,56.58067089994438,56.94710969994776,56.94710969994776,56.94710969994776,56.94710969994776,56.94710969994776,56.94710969994776,56.94710969994776,56.94710969994776,56.94710969994776,0,1,[0.0013526000548154116],[0.3674333000089973],56.94710969994776,57.15264099999331,1000,57.15264099999331,1000,1000,1000,1000,0,num_3,0.7085681997705251,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1,0,6.1,0.0,1,0,2,2,89,,,,,57.88155340007506,58.53212000010535,58.53212000010535,59.0332541000098,315,45,59.0332541000098,59.0332541000098,59.0332541000098,59.0332541000098,59.0332541000098,59.0332541000098,59.0332541000098,59.0332541000098,59.0332541000098,59.39969850005582,59.39969850005582,59.39969850005582,59.39969850005582,59.39969850005582,59.39969850005582,59.39969850005582,59.39969850005582,59.39969850005582,6,2,"[0.0012910999357700348, 0.15001059998758137]","[0.050102399894967675, 0.3671434000134468]",59.39969850005582,59.59987420006655,0.0,59.59987420006655,0,0.0,0,1,1000,num_1,0.8378355999011546,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1,0,3.7,0.0,0,0,3,3,87,,,,,60.467459599953145,61.118014900013804,61.118014900013804,61.602478000102565,45,315,61.602478000102565,61.602478000102565,61.602478000102565,61.602478000102565,61.602478000102565,61.602478000102565,61.602478000102565,61.602478000102565,61.602478000102565,61.96862499997951,61.96862499997951,61.96862499997951,61.96862499997951,61.96862499997951,61.96862499997951,61.96862499997951,61.96862499997951,61.96862499997951,0,1,[0.00106120016425848],[0.3666149000637233],61.96862499997951,62.16884750011377,3.7,62.16884750011377,0,3.7,1,0,1000,num_1,0.7963105998933315,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1000,1,0.0,3.7,1,0,4,4,13,,,,,62.98664749995805,63.63719499995932,63.63719499995932,64.12167369993404,315,315,64.12167369993404,64.12167369993404,64.12167369993404,64.12167369993404,64.12167369993404,64.12167369993404,64.12167369993404,64.12167369993404,64.12167369993404,64.48812839994207,64.48812839994207,64.48812839994207,64.48812839994207,64.48812839994207,64.48812839994207,64.48812839994207,64.48812839994207,64.48812839994207,0,1,[0.0012368999887257814],[0.3673721000086516],64.48812839994207,64.69036320014857,1000,64.69036320014857,1000,1000,1000,1000,1,num_2,0.6348746998701245,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1000,1,3.7,3.7,0,0,5,5,72,,,,,65.35575350001454,66.00625670002773,66.00625670002773,66.50727390008979,315,315,66.50727390008979,66.50727390008979,66.50727390008979,66.50727390008979,66.50727390008979,66.50727390008979,66.50727390008979,66.50727390008979,66.50727390008979,66.87380920001306,66.87380920001306,66.87380920001306,66.87380920001306,66.87380920001306,66.87380920001306,66.87380920001306,66.87380920001306,66.87380920001306,0,1,[0.0012242000084370375],[0.3671639999374747],66.87380920001306,67.07609979994595,1000,67.07609979994595,1000,1000,1000,1000,0,num_3,0.48954989993944764,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1000,1,0.0,0.0,1,0,6,6,1,,,,,67.59122289996594,68.24183039995842,68.24183039995842,68.74294130015187,315,45,68.74294130015187,68.74294130015187,68.74294130015187,68.74294130015187,68.74294130015187,68.74294130015187,68.74294130015187,68.74294130015187,68.74294130015187,69.09252800000831,69.09252800000831,69.09252800000831,69.09252800000831,69.09252800000831,69.09252800000831,69.09252800000831,69.09252800000831,69.09252800000831,0,1,[0.0012231001164764166],[0.35047650011256337],69.09252800000831,69.29505429998972,1000,69.29505429998972,1000,1000,1000,1000,1,num_2,0.7186689998488873,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1,0,6.1,0.0,1,0,7,7,70,,,,,70.04359599994496,70.69432390015572,70.69432390015572,71.19543109997176,45,315,71.19543109997176,71.19543109997176,71.19543109997176,71.19543109997176,71.19543109997176,71.19543109997176,71.19543109997176,71.19543109997176,71.19543109997176,71.5618108001072,71.5618108001072,71.5618108001072,71.5618108001072,71.5618108001072,71.5618108001072,71.5618108001072,71.5618108001072,71.5618108001072,0,1,[0.001211599912494421],[0.3673537999857217],71.5618108001072,71.76213190006092,0.0,71.76213190006092,0,0.0,0,1,1000,num_1,0.5394621999002993,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1,0,0.0,4.9,0,0,8,8,73,,,,,72.32910470012575,72.97988310013898,72.97988310013898,73.46420900011435,45,315,73.46420900011435,73.46420900011435,73.46420900011435,73.46420900011435,73.46420900011435,73.46420900011435,73.46420900011435,73.46420900011435,73.46420900011435,73.8307926999405,73.8307926999405,73.8307926999405,73.8307926999405,73.8307926999405,73.8307926999405,73.8307926999405,73.8307926999405,73.8307926999405,0,1,[0.0012982001062482595],[0.36742500006221235],73.8307926999405,74.03061440004967,0.0,74.03061440004967,0,0.0,0,1,1000,num_1,0.7911806998308748,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
1,0,0.0,4.9,0,0,9,9,3,,,,,74.84820140013471,75.49913519993424,75.49913519993424,75.98335370002314,45,45,75.98335370002314,75.98335370002314,75.98335370002314,75.98335370002314,75.98335370002314,75.98335370002314,75.98335370002314,75.98335370002314,75.98335370002314,76.35001190006733,76.35001190006733,76.35001190006733,76.35001190006733,76.35001190006733,76.35001190006733,76.35001190006733,76.35001190006733,76.35001190006733,0,1,[0.0011761998757719994],[0.36685059987939894],76.35001190006733,76.55019890004769,0.0,76.55019890004769,0,0.0,0,1,1000,num_1,0.5827182999346405,,34,4,2026-03-13_10h27.01.274,2026A_exp2,2022.2.4,59.70448661920867,
