validity,detectorcomp,contrastCW,contrastCCW,precueCWorCCW,block_80trials.thisRepN,block_80trials.thisTrialN,block_80trials.thisN,block_80trials.thisIndex,etRecord.started,etRecord.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_6.started,text_6.stopped,oriCW,oriCCW,roi_2.started,grating_UR.started,grating_UL.started,grating_LR.started,grating_LL.started,noise_UR.started,noise_UL.started,noise_LR.started,noise_LL.started,roi_2.stopped,grating_UR.stopped,grating_UL.stopped,grating_LR.stopped,grating_LL.stopped,noise_UR.stopped,noise_UL.stopped,noise_LR.stopped,noise_LL.stopped,outframe,roi_2.numLooks,roi_2.timesOn,roi_2.timesOff,text_2.started,text_2.stopped,probedcontrast,key_resp.started,respdetect,relevantContrast,correctDetect,TorFdetect,respCWorCCW,key_resp.keys,key_resp.rt,feedback_display_.started,participantNo,blockNo,date,expName,psychopyVersion,frameRate,
1000,1,3.7,3.7,0,0,0,0,59,3.470003139227629e-05,3.470003139227629e-05,62.31428369996138,64.321635100001,64.321635100001,64.9515584000037,64.9515584000037,65.47241039999062,45,45,65.47241039999062,65.47241039999062,65.47241039999062,65.47241039999062,65.47241039999062,65.47241039999062,65.47241039999062,65.47241039999062,65.47241039999062,65.8190978000057,65.8190978000057,65.8190978000057,65.8190978000057,65.8190978000057,65.8190978000057,65.8190978000057,65.8190978000057,65.8190978000057,23,0,,,65.8190978000057,66.02407639997546,1000,66.02407639997546,1000,1000,1000,1000,0,num_3,0.7364684999920428,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,4.9,0.0,1,0,1,1,67,,,,,66.78692629997386,67.43731919996208,67.43731919996208,67.93858299998101,315,315,67.93858299998101,67.93858299998101,67.93858299998101,67.93858299998101,67.93858299998101,67.93858299998101,67.93858299998101,67.93858299998101,67.93858299998101,68.30502460000571,68.30502460000571,68.30502460000571,68.30502460000571,68.30502460000571,68.30502460000571,68.30502460000571,68.30502460000571,68.30502460000571,23,0,,,68.30502460000571,68.51631749997614,1000,68.51631749997614,1000,1000,1000,1000,0,num_3,1.9718448999919929,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,6.1,4.9,0,0,2,2,51,,,,,70.50728530000197,71.15780619997531,71.15780619997531,71.65888499998255,315,45,71.65888499998255,71.65888499998255,71.65888499998255,71.65888499998255,71.65888499998255,71.65888499998255,71.65888499998255,71.65888499998255,71.65888499998255,72.02536309999414,72.02536309999414,72.02536309999414,72.02536309999414,72.02536309999414,72.02536309999414,72.02536309999414,72.02536309999414,72.02536309999414,23,0,,,72.02536309999414,72.22740059997886,1000,72.22740059997886,1000,1000,1000,1000,0,num_3,0.6051810000208206,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,6.1,0.0,1,0,3,3,79,,,,,72.85958749998827,73.51030570000876,73.51030570000876,74.0111920000054,315,315,74.0111920000054,74.0111920000054,74.0111920000054,74.0111920000054,74.0111920000054,74.0111920000054,74.0111920000054,74.0111920000054,74.0111920000054,74.37763429997722,74.37763429997722,74.37763429997722,74.37763429997722,74.37763429997722,74.37763429997722,74.37763429997722,74.37763429997722,74.37763429997722,23,0,,,74.37763429997722,74.57978899998125,1000,74.57978899998125,1000,1000,1000,1000,0,num_3,0.4515607999637723,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,0.0,4.9,1,0,4,4,54,,,,,75.06176549999509,75.71230079996167,75.71230079996167,76.21336860000156,45,315,76.21336860000156,76.21336860000156,76.21336860000156,76.21336860000156,76.21336860000156,76.21336860000156,76.21336860000156,76.21336860000156,76.21336860000156,76.57989629998337,76.57989629998337,76.57989629998337,76.57989629998337,76.57989629998337,76.57989629998337,76.57989629998337,76.57989629998337,76.57989629998337,23,0,,,76.57989629998337,76.77994959999342,4.9,76.77994959999342,1,4.9,1,1,1000,num_4,0.6274694000021555,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,6.1,0.0,0,0,5,5,27,,,,,77.43082469998626,78.0646407000022,78.0646407000022,78.56593909999356,45,45,78.56593909999356,78.56593909999356,78.56593909999356,78.56593909999356,78.56593909999356,78.56593909999356,78.56593909999356,78.56593909999356,78.56593909999356,78.93215349997627,78.93215349997627,78.93215349997627,78.93215349997627,78.93215349997627,78.93215349997627,78.93215349997627,78.93215349997627,78.93215349997627,23,0,,,78.93215349997627,79.15198859997327,1000,79.15198859997327,1000,1000,1000,1000,0,num_3,0.48013510002056137,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,6.1,1,0,6,6,13,,,,,79.649703699979,80.30011919996468,80.30011919996468,80.8057606999646,315,315,80.8057606999646,80.8057606999646,80.8057606999646,80.8057606999646,80.8057606999646,80.8057606999646,80.8057606999646,80.8057606999646,80.8057606999646,81.1678319000057,81.1678319000057,81.1678319000057,81.1678319000057,81.1678319000057,81.1678319000057,81.1678319000057,81.1678319000057,81.1678319000057,23,0,,,81.1678319000057,81.36974559997907,1000,81.36974559997907,1000,1000,1000,1000,1,num_2,0.3018373000086285,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,6.1,0,0,7,7,16,,,,,81.70153139997274,82.35221390001243,82.35221390001243,82.85332629998447,315,45,82.85332629998447,82.85332629998447,82.85332629998447,82.85332629998447,82.85332629998447,82.85332629998447,82.85332629998447,82.85332629998447,82.85332629998447,83.2199711999856,83.2199711999856,83.2199711999856,83.2199711999856,83.2199711999856,83.2199711999856,83.2199711999856,83.2199711999856,83.2199711999856,23,0,,,83.2199711999856,83.4222697999794,1000,83.4222697999794,1000,1000,1000,1000,1,num_2,0.489790300023742,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,6.1,6.1,1,0,8,8,47,,,,,83.93710669997381,84.58775559999049,84.58775559999049,85.08873009996023,45,315,85.08873009996023,85.08873009996023,85.08873009996023,85.08873009996023,85.08873009996023,85.08873009996023,85.08873009996023,85.08873009996023,85.08873009996023,85.45542650000425,85.45542650000425,85.45542650000425,85.45542650000425,85.45542650000425,85.45542650000425,85.45542650000425,85.45542650000425,85.45542650000425,23,0,,,85.45542650000425,85.65545729995938,6.1,85.65545729995938,1,6.1,1,1,1000,num_4,0.7207070000004023,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,0.0,6.1,1,0,9,9,46,,,,,86.40629079996143,87.05710879998514,87.05710879998514,87.54134850000264,315,315,87.54134850000264,87.54134850000264,87.54134850000264,87.54134850000264,87.54134850000264,87.54134850000264,87.54134850000264,87.54134850000264,87.54134850000264,87.90779939998174,87.90779939998174,87.90779939998174,87.90779939998174,87.90779939998174,87.90779939998174,87.90779939998174,87.90779939998174,87.90779939998174,23,0,,,87.90779939998174,88.1080912000034,6.1,88.1080912000034,1,6.1,1,1,1000,num_4,0.41205689997877926,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,4.9,0.0,1,0,10,10,34,,,,,88.5418173999642,89.17587320000166,89.17587320000166,89.67699720000383,45,45,89.67699720000383,89.67699720000383,89.67699720000383,89.67699720000383,89.67699720000383,89.67699720000383,89.67699720000383,89.67699720000383,89.67699720000383,90.04319930000929,90.04319930000929,90.04319930000929,90.04319930000929,90.04319930000929,90.04319930000929,90.04319930000929,90.04319930000929,90.04319930000929,23,0,,,90.04319930000929,90.24359179998282,0.0,90.24359179998282,0,0.0,0,1,1000,num_1,0.8524279000121169,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,3.7,0.0,0,0,11,11,39,,,,,91.12779790000059,91.77837059996091,91.77837059996091,92.2627657999983,315,315,92.2627657999983,92.2627657999983,92.2627657999983,92.2627657999983,92.2627657999983,92.2627657999983,92.2627657999983,92.2627657999983,92.2627657999983,92.62926369998604,92.62926369998604,92.62926369998604,92.62926369998604,92.62926369998604,92.62926369998604,92.62926369998604,92.62926369998604,92.62926369998604,23,0,,,92.62926369998604,92.83146119996672,1000,92.83146119996672,1000,1000,1000,1000,0,num_3,0.5049846000038087,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,0.0,0,0,12,12,7,,,,,93.36324899998726,94.01397609995911,94.01397609995911,94.51512499997625,45,45,94.51512499997625,94.51512499997625,94.51512499997625,94.51512499997625,94.51512499997625,94.51512499997625,94.51512499997625,94.51512499997625,94.51512499997625,94.8815418999875,94.8815418999875,94.8815418999875,94.8815418999875,94.8815418999875,94.8815418999875,94.8815418999875,94.8815418999875,94.8815418999875,23,0,,,94.8815418999875,95.08375739998883,1000,95.08375739998883,1000,1000,1000,1000,1,num_2,1.6440814000088722,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,6.1,4.9,0,0,13,13,81,,,,,96.74996449996252,97.40055339998798,97.40055339998798,97.90169179998338,315,45,97.90169179998338,97.90169179998338,97.90169179998338,97.90169179998338,97.90169179998338,97.90169179998338,97.90169179998338,97.90169179998338,97.90169179998338,98.25160730001517,98.25160730001517,98.25160730001517,98.25160730001517,98.25160730001517,98.25160730001517,98.25160730001517,98.25160730001517,98.25160730001517,22,0,,,98.25160730001517,98.45366880000802,1000,98.46846309996909,1000,1000,1000,1000,0,num_3,0.339403800026048,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,0.0,0.0,0,0,14,14,80,,,,,98.83542099996703,99.48618120001629,99.48618120001629,99.98719289997825,315,315,99.98719289997825,99.98719289997825,99.98719289997825,99.98719289997825,99.98719289997825,99.98719289997825,99.98719289997825,99.98719289997825,99.98719289997825,100.35371220001252,100.35371220001252,100.35371220001252,100.35371220001252,100.35371220001252,100.35371220001252,100.35371220001252,100.35371220001252,100.35371220001252,23,0,,,100.35371220001252,100.55394979997072,0.0,100.55394979997072,0,0.0,0,1,1000,num_1,1.1813505999743938,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,3.7,0,0,15,15,63,,,,,101.75487780000549,102.40569829999004,102.40569829999004,102.89015110000037,315,315,102.89015110000037,102.89015110000037,102.89015110000037,102.89015110000037,102.89015110000037,102.89015110000037,102.89015110000037,102.89015110000037,102.89015110000037,103.25661829998717,103.25661829998717,103.25661829998717,103.25661829998717,103.25661829998717,103.25661829998717,103.25661829998717,103.25661829998717,103.25661829998717,23,0,,,103.25661829998717,103.45836509997025,1000,103.45836509997025,1000,1000,1000,1000,0,num_3,0.8850003000115976,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,0.0,0.0,0,0,16,16,87,,,,,104.37429489998613,105.02490799996303,105.02490799996303,105.52618019998772,315,45,105.52618019998772,105.52618019998772,105.52618019998772,105.52618019998772,105.52618019998772,105.52618019998772,105.52618019998772,105.52618019998772,105.52618019998772,105.89315359998727,105.89315359998727,105.89315359998727,105.89315359998727,105.89315359998727,105.89315359998727,105.89315359998727,105.89315359998727,105.89315359998727,23,0,,,105.89315359998727,106.09273199999006,0.0,106.09273199999006,0,0.0,0,1,1000,num_1,2.547166100004688,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,0.0,0.0,1,0,17,17,6,,,,,108.66183399996953,109.31253709999146,109.31253709999146,109.79702200001338,45,315,109.79702200001338,109.79702200001338,109.79702200001338,109.79702200001338,109.79702200001338,109.79702200001338,109.79702200001338,109.79702200001338,109.79702200001338,110.16344839998055,110.16344839998055,110.16344839998055,110.16344839998055,110.16344839998055,110.16344839998055,110.16344839998055,110.16344839998055,110.16344839998055,23,0,,,110.16344839998055,110.36363819998223,0.0,110.36363819998223,1,0.0,0,0,1000,num_4,0.8841696999734268,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,4.9,6.1,0,0,18,18,36,,,,,111.26442809996661,111.91525459999684,111.91525459999684,112.39970090001589,45,315,112.39970090001589,112.39970090001589,112.39970090001589,112.39970090001589,112.39970090001589,112.39970090001589,112.39970090001589,112.39970090001589,112.39970090001589,112.76608599995961,112.76608599995961,112.76608599995961,112.76608599995961,112.76608599995961,112.76608599995961,112.76608599995961,112.76608599995961,112.76608599995961,23,0,,,112.76608599995961,112.96794369997224,1000,112.96794369997224,1000,1000,1000,1000,1,num_2,0.37614880001638085,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,0.0,4.9,0,0,19,19,14,,,,,113.37017860001652,114.01913639996201,114.01913639996201,114.51849190000212,315,45,114.51849190000212,114.51849190000212,114.51849190000212,114.51849190000212,114.51849190000212,114.51849190000212,114.51849190000212,114.51849190000212,114.51849190000212,114.88488209998468,114.88488209998468,114.88488209998468,114.88488209998468,114.88488209998468,114.88488209998468,114.88488209998468,114.88488209998468,114.88488209998468,23,0,,,114.88488209998468,115.08514769998146,0.0,115.08514769998146,0,0.0,0,1,1000,num_1,0.7232871999731287,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,0.0,1,0,20,20,3,,,,,115.83572589996038,116.4864292999846,116.4864292999846,116.97097989998292,45,45,116.97097989998292,116.97097989998292,116.97097989998292,116.97097989998292,116.97097989998292,116.97097989998292,116.97097989998292,116.97097989998292,116.97097989998292,117.33730040001683,117.33730040001683,117.33730040001683,117.33730040001683,117.33730040001683,117.33730040001683,117.33730040001683,117.33730040001683,117.33730040001683,23,0,,,117.33730040001683,117.53953850001562,1000,117.53953850001562,1000,1000,1000,1000,1,num_2,1.1477004000335,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,3.7,0.0,0,0,21,21,35,,,,,118.7052454999648,119.3560619999771,119.3560619999771,119.85711909999372,315,315,119.85711909999372,119.85711909999372,119.85711909999372,119.85711909999372,119.85711909999372,119.85711909999372,119.85711909999372,119.85711909999372,119.85711909999372,120.22357879998162,120.22357879998162,120.22357879998162,120.22357879998162,120.22357879998162,120.22357879998162,120.22357879998162,120.22357879998162,120.22357879998162,23,0,,,120.22357879998162,120.43419349996839,1000,120.43419349996839,1000,1000,1000,1000,0,num_3,0.358571800054051,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
0,0,6.1,0.0,0,0,22,22,41,,,,,120.8242591000162,121.47466129995883,121.47466129995883,121.97580760001438,45,45,121.97580760001438,121.97580760001438,121.97580760001438,121.97580760001438,121.97580760001438,121.97580760001438,121.97580760001438,121.97580760001438,121.97580760001438,122.3422292000032,122.3422292000032,122.3422292000032,122.3422292000032,122.3422292000032,122.3422292000032,122.3422292000032,122.3422292000032,122.3422292000032,23,0,,,122.3422292000032,122.54268909996608,0.0,122.54268909996608,0,0.0,0,1,1000,num_1,0.6814281999832019,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
0,0,3.7,0.0,1,0,23,23,1,,,,,123.2430192999891,123.89368019998074,123.89368019998074,124.37831190001452,45,45,124.37831190001452,124.37831190001452,124.37831190001452,124.37831190001452,124.37831190001452,124.37831190001452,124.37831190001452,124.37831190001452,124.37831190001452,124.74498839996522,124.74498839996522,124.74498839996522,124.74498839996522,124.74498839996522,124.74498839996522,124.74498839996522,124.74498839996522,124.74498839996522,23,0,,,124.74498839996522,124.94487790000858,3.7,124.94487790000858,1,3.7,1,1,1000,num_4,0.7751560999895446,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,4.9,1,0,24,24,37,,,,,125.74574519996531,126.39632409997284,126.39632409997284,126.88071689999197,45,45,126.88071689999197,126.88071689999197,126.88071689999197,126.88071689999197,126.88071689999197,126.88071689999197,126.88071689999197,126.88071689999197,126.88071689999197,127.24718519998714,127.24718519998714,127.24718519998714,127.24718519998714,127.24718519998714,127.24718519998714,127.24718519998714,127.24718519998714,127.24718519998714,23,0,,,127.24718519998714,127.44963069999358,1000,127.44963069999358,1000,1000,1000,1000,1,num_2,0.5906978999846615,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,3.7,0.0,0,0,25,25,69,,,,,128.06467489997158,128.71528659999603,128.71528659999603,129.21640639996622,45,315,129.21640639996622,129.21640639996622,129.21640639996622,129.21640639996622,129.21640639996622,129.21640639996622,129.21640639996622,129.21640639996622,129.21640639996622,129.58272529998794,129.58272529998794,129.58272529998794,129.58272529998794,129.58272529998794,129.58272529998794,129.58272529998794,129.58272529998794,129.58272529998794,6,1,[0.0011978999827988446],[0.2839576999540441],129.58272529998794,129.78518710000208,1000,129.78518710000208,1000,1000,1000,1000,0,num_3,1.2139980999636464,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,4.9,6.1,1,0,26,26,5,,,,,131.0175485999789,131.6681927999598,131.6681927999598,132.1693885999848,45,315,132.1693885999848,132.1693885999848,132.1693885999848,132.1693885999848,132.1693885999848,132.1693885999848,132.1693885999848,132.1693885999848,132.1693885999848,132.53590279998025,132.53590279998025,132.53590279998025,132.53590279998025,132.53590279998025,132.53590279998025,132.53590279998025,132.53590279998025,132.53590279998025,23,0,,,132.53590279998025,132.73801779997302,1000,132.73801779997302,1000,1000,1000,1000,1,num_2,0.4218538000131957,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,6.1,3.7,1,0,27,27,11,,,,,133.186379199964,133.83704579999903,133.83704579999903,134.3381946000154,315,45,134.3381946000154,134.3381946000154,134.3381946000154,134.3381946000154,134.3381946000154,134.3381946000154,134.3381946000154,134.3381946000154,134.3381946000154,134.70461650000652,134.70461650000652,134.70461650000652,134.70461650000652,134.70461650000652,134.70461650000652,134.70461650000652,134.70461650000652,134.70461650000652,23,0,,,134.70461650000652,134.90631759999087,1000,134.90631759999087,1000,1000,1000,1000,0,num_3,0.4937667000340298,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1000,1,0.0,3.7,1,0,28,28,4,,,,,135.42201819998445,136.07267660001526,136.07267660001526,136.57387779996498,315,45,136.57387779996498,136.57387779996498,136.57387779996498,136.57387779996498,136.57387779996498,136.57387779996498,136.57387779996498,136.57387779996498,136.57387779996498,136.94022350001615,136.94022350001615,136.94022350001615,136.94022350001615,136.94022350001615,136.94022350001615,136.94022350001615,136.94022350001615,136.94022350001615,23,0,,,136.94022350001615,137.1423752999981,1000,137.1423752999981,1000,1000,1000,1000,0,num_3,0.5459551999811083,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
0,0,6.1,3.7,0,0,29,29,49,,,,,137.7074474999681,138.35827169998083,138.35827169998083,138.85943700000644,315,45,138.85943700000644,138.85943700000644,138.85943700000644,138.85943700000644,138.85943700000644,138.85943700000644,138.85943700000644,138.85943700000644,138.85943700000644,139.20927819999633,139.20927819999633,139.20927819999633,139.20927819999633,139.20927819999633,139.20927819999633,139.20927819999633,139.20927819999633,139.20927819999633,22,0,,,139.20927819999633,139.4095096999663,3.7,139.42613149998942,0,3.7,1,0,1000,num_1,0.621079100004863,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
1,0,3.7,0.0,1,0,30,30,30,,,,,140.0763694999623,140.71069809998153,140.71069809998153,141.21165919996565,315,45,141.21165919996565,141.21165919996565,141.21165919996565,141.21165919996565,141.21165919996565,141.21165919996565,141.21165919996565,141.21165919996565,141.21165919996565,141.5782131999731,141.5782131999731,141.5782131999731,141.5782131999731,141.5782131999731,141.5782131999731,141.5782131999731,141.5782131999731,141.5782131999731,23,0,,,141.5782131999731,141.77852029999485,0.0,141.77852029999485,0,0.0,0,1,1000,num_1,0.6852731999824755,,22,5,2026-03-04_11h03.44.032,2026A_exp2,2022.2.4,59.92042568263299,
