contrast,ori,side,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left2.started,noise_right2.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left2.stopped,noise_right2.stopped,key_resp.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
39.2,315,1,1,0,0,0,70,40.578145499981474,40.578145499981474,41.048558999958914,41.11524809995899,41.200197500002105,41.200197500002105,41.200197500002105,41.200197500002105,41.23176589998184,41.23176589998184,41.23176589998184,41.23176589998184,41.23176589998184,41.23176589998184,41.24842159997206,41.24842159997206,41.24842159997206,right,2.0180447999737225,43.28402580000693,43.28402580000693,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
15.7,315,1,1,0,1,1,64,43.28402580000693,43.28402580000693,43.78445979999378,43.851260799972806,43.90156869997736,43.90156869997736,43.90156869997736,43.90156869997736,43.95140399999218,43.95140399999218,43.95140399999218,43.95140399999218,43.95140399999218,43.95140399999218,43.95140399999218,43.95140399999218,43.95140399999218,left,1.4438490999746136,45.41931279998971,45.41931279998971,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
35.3,315,1,1,0,2,2,69,45.41931279998971,45.41931279998971,45.920028499967884,45.98670639999909,46.03719770000316,46.03719770000316,46.03719770000316,46.03719770000316,46.086835799971595,46.086835799971595,46.086835799971595,46.086835799971595,46.086835799971595,46.086835799971595,46.086835799971595,46.086835799971595,46.086835799971595,left,1.2440186999738216,47.35473379999166,47.35473379999166,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
25.5,315,-1,0,0,3,3,13,47.35473379999166,47.35473379999166,47.855376499996055,47.9220102999825,47.972320700006094,47.972320700006094,47.972320700006094,47.972320700006094,48.02201259997673,48.02201259997673,48.02201259997673,48.02201259997673,48.02201259997673,48.02201259997673,48.02201259997673,48.02201259997673,48.02201259997673,right,1.3730666000046767,49.42334919999121,49.42334919999121,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
39.2,315,-1,-1,0,4,4,88,49.42334919999121,49.42334919999121,49.923728799971286,49.99070520000532,50.04095090000192,50.04095090000192,50.04095090000192,50.04095090000192,50.0905536999926,50.0905536999926,50.0905536999926,50.0905536999926,50.0905536999926,50.0905536999926,50.0905536999926,50.0905536999926,50.0905536999926,left,1.5043026000494137,51.625679999997374,51.625679999997374,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
19.6,315,-1,1,0,5,5,47,51.625679999997374,51.625679999997374,52.126228099979926,52.192941099987365,52.243312300008256,52.243312300008256,52.243312300008256,52.243312300008256,52.29304889997002,52.29304889997002,52.29304889997002,52.29304889997002,52.29304889997002,52.29304889997002,52.29304889997002,52.29304889997002,52.29304889997002,right,27.501232799957506,79.82051970000612,79.82051970000612,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
22.7,45,1,0,0,6,6,21,79.82051970000612,79.82051970000612,80.3208403000026,80.38747279997915,80.43775539996568,80.43775539996568,80.43775539996568,80.43775539996568,80.4875619999948,80.4875619999948,80.4875619999948,80.4875619999948,80.4875619999948,80.4875619999948,80.4875619999948,80.4875619999948,80.4875619999948,left,1.123072000045795,81.63917009998113,81.63917009998113,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
25.5,45,-1,-1,0,7,7,76,81.63917009998113,81.63917009998113,82.13931900000898,82.20602109999163,82.25629930000287,82.25629930000287,82.25629930000287,82.25629930000287,82.30611689999932,82.30611689999932,82.30611689999932,82.30611689999932,82.30611689999932,82.30611689999932,82.30611689999932,82.30611689999932,82.30611689999932,left,1.7446512000169605,84.07475309999427,84.07475309999427,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
22.7,315,-1,0,0,8,8,12,84.07475309999427,84.07475309999427,84.57500819995767,84.64202819997445,84.69232749997173,84.69232749997173,84.69232749997173,84.69232749997173,84.74212189996615,84.74212189996615,84.74212189996615,84.74212189996615,84.74212189996615,84.74212189996615,84.74212189996615,84.74212189996615,84.74212189996615,right,0.7484541999874637,85.50947150000138,85.50947150000138,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
19.6,315,-1,0,0,9,9,11,85.50947150000138,85.50947150000138,86.01002549997065,86.07675830001244,86.12704980000854,86.12704980000854,86.12704980000854,86.12704980000854,86.17687109997496,86.17687109997496,86.17687109997496,86.17687109997496,86.17687109997496,86.17687109997496,86.17687109997496,86.17687109997496,86.17687109997496,right,0.7064230000250973,86.91084179998143,86.91084179998143,None,,13,001,2025-12-23_10h04.21.613,2025C_exp1_comp,2022.2.4,60.08431030268142,
