contrast,ori,side,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left2.started,noise_right2.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left2.stopped,noise_right2.stopped,key_resp.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
29.4,45,1,1,0,0,0,59,14.056626700330526,14.056626700330526,14.536281000357121,14.603159900289029,14.672286400105804,14.672286400105804,14.672286400105804,14.672286400105804,14.702999100089073,14.702999100089073,14.702999100089073,14.702999100089073,14.702999100089073,14.702999100089073,14.719622900243849,14.719622900243849,14.719622900243849,right,10.133240199647844,24.880073599983007,24.880073599983007,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
22.7,45,1,0,0,1,1,21,24.880073599983007,24.880073599983007,25.38060920033604,25.447190599981695,25.497539800126106,25.497539800126106,25.497539800126106,25.497539800126106,25.54742610035464,25.54742610035464,25.54742610035464,25.54742610035464,25.54742610035464,25.54742610035464,25.54742610035464,25.54742610035464,25.54742610035464,left,1.1848049000836909,26.74862760026008,26.74862760026008,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
12.1,45,-1,0,0,2,2,0,26.74862760026008,26.74862760026008,27.249150200281292,27.315865400247276,27.366075200028718,27.366075200028718,27.366075200028718,27.366075200028718,27.415967100299895,27.415967100299895,27.415967100299895,27.415967100299895,27.415967100299895,27.415967100299895,27.415967100299895,27.415967100299895,27.415967100299895,right,0.732351700309664,28.166718400083482,28.166718400083482,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
35.3,315,1,1,0,3,3,69,28.166718400083482,28.166718400083482,28.66711140004918,28.733955500181764,28.784248400013894,28.784248400013894,28.784248400013894,28.784248400013894,28.833935500122607,28.833935500122607,28.833935500122607,28.833935500122607,28.833935500122607,28.833935500122607,28.833935500122607,28.833935500122607,28.833935500122607,right,0.8098949999548495,29.668236500117928,29.668236500117928,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
39.2,45,1,-1,0,4,4,97,29.668236500117928,29.668236500117928,30.16871009999886,30.235365299973637,30.285820899996907,30.285820899996907,30.285820899996907,30.285820899996907,30.33557550003752,30.33557550003752,30.33557550003752,30.33557550003752,30.33557550003752,30.33557550003752,30.33557550003752,30.33557550003752,30.33557550003752,right,0.9326716000214219,31.286448100116104,31.286448100116104,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
22.7,315,1,1,0,5,5,66,31.286448100116104,31.286448100116104,31.787036400288343,31.853722000028938,31.904140200000256,31.904140200000256,31.904140200000256,31.904140200000256,31.953866499941796,31.953866499941796,31.953866499941796,31.953866499941796,31.953866499941796,31.953866499941796,31.953866499941796,31.953866499941796,31.953866499941796,right,1.1708737001754344,33.155036200303584,33.155036200303584,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
12.1,315,1,-1,0,6,6,99,33.155036200303584,33.155036200303584,33.65541370026767,33.7221316001378,33.772573000285774,33.772573000285774,33.772573000285774,33.772573000285774,33.82224110001698,33.82224110001698,33.82224110001698,33.82224110001698,33.82224110001698,33.82224110001698,33.82224110001698,33.82224110001698,33.82224110001698,left,1.2782350997440517,35.12343379994854,35.12343379994854,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
15.7,45,-1,-1,0,7,7,73,35.12343379994854,35.12343379994854,35.62437009997666,35.69096950022504,35.74121960019693,35.74121960019693,35.74121960019693,35.74121960019693,35.79094889992848,35.79094889992848,35.79094889992848,35.79094889992848,35.79094889992848,35.79094889992848,35.79094889992848,35.79094889992848,35.79094889992848,right,0.9256490003317595,36.741829600185156,36.741829600185156,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
12.1,315,-1,1,0,8,8,45,36.741829600185156,36.741829600185156,37.24248080002144,37.30918490001932,37.35941180028021,37.35941180028021,37.35941180028021,37.35941180028021,37.4092994001694,37.4092994001694,37.4092994001694,37.4092994001694,37.4092994001694,37.4092994001694,37.4092994001694,37.4092994001694,37.4092994001694,right,0.7545733996666968,38.19329320034012,38.19329320034012,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
42.7,315,1,1,0,9,9,71,38.19329320034012,38.19329320034012,38.69390830025077,38.760572200175375,38.810949500184506,38.810949500184506,38.810949500184506,38.810949500184506,38.86061710026115,38.86061710026115,38.86061710026115,38.86061710026115,38.86061710026115,38.86061710026115,38.86061710026115,38.86061710026115,38.86061710026115,right,0.656339299865067,39.54475190024823,39.54475190024823,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
39.2,315,1,1,0,10,10,70,39.54475190024823,39.54475190024823,40.04522710014135,40.111969199962914,40.16204719990492,40.16204719990492,40.16204719990492,40.16204719990492,40.21213200036436,40.21213200036436,40.21213200036436,40.21213200036436,40.21213200036436,40.21213200036436,40.21213200036436,40.21213200036436,40.21213200036436,right,0.6808222001418471,40.91264990018681,40.91264990018681,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
19.6,45,1,0,0,11,11,20,40.91264990018681,40.91264990018681,41.41332409996539,41.47984059993178,41.53030340000987,41.53030340000987,41.53030340000987,41.53030340000987,41.58013800019398,41.58013800019398,41.58013800019398,41.58013800019398,41.58013800019398,41.58013800019398,41.58013800019398,41.58013800019398,41.58013800019398,right,0.8073744000867009,42.41399000026286,42.41399000026286,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
15.7,45,1,1,0,12,12,55,42.41399000026286,42.41399000026286,42.914977200329304,42.98152110027149,43.031880100257695,43.031880100257695,43.031880100257695,43.031880100257695,43.08151140017435,43.08151140017435,43.08151140017435,43.08151140017435,43.08151140017435,43.08151140017435,43.08151140017435,43.08151140017435,43.08151140017435,left,0.7946568997576833,43.899106400087476,43.899106400087476,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
15.7,315,-1,1,0,13,13,46,43.899106400087476,43.899106400087476,44.399833200033754,44.46628449996933,44.516719200182706,44.516719200182706,44.516719200182706,44.516719200182706,44.566271000076085,44.566271000076085,44.566271000076085,44.566271000076085,44.566271000076085,44.566271000076085,44.566271000076085,44.566271000076085,44.566271000076085,right,0.8062037001363933,45.40048270020634,45.40048270020634,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
22.7,315,1,-1,0,14,14,102,45.40048270020634,45.40048270020634,45.901261900085956,45.96796620031819,46.01829890022054,46.01829890022054,46.01829890022054,46.01829890022054,46.06792870024219,46.06792870024219,46.06792870024219,46.06792870024219,46.06792870024219,46.06792870024219,46.06792870024219,46.06792870024219,46.06792870024219,right,1.007907799910754,47.102304600179195,47.102304600179195,None,,1,001,2025-12-16_10h19.17.281,2025C_exp1_comp,2022.2.4,59.75082710938289,
