contrast,ori,side,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left2.started,noise_right2.started,key_resp.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left2.stopped,noise_right2.stopped,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
19.6,45,1,-1,0,18,18,92,53.80089970002882,53.80089970002882,54.30130740001914,54.36804220001795,54.41834030000609,54.41834030000609,54.41834030000609,54.41834030000609,54.467901400028495,54.467901400028495,54.467901400028495,left,0.47633189999032766,54.968527100019855,54.968527100019855,None,54.467901400028495,54.467901400028495,54.467901400028495,54.467901400028495,54.467901400028495,54.467901400028495,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
19.6,315,-1,1,0,19,19,47,54.968527100019855,54.968527100019855,55.46916310000233,55.53588260000106,55.58615520002786,55.58615520002786,55.58615520002786,55.58615520002786,55.636009000008926,55.636009000008926,55.636009000008926,right,0.46785370001452975,56.13617070001783,56.13617070001783,None,55.636009000008926,55.636009000008926,55.636009000008926,55.636009000008926,55.636009000008926,55.636009000008926,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
22.7,315,1,0,0,20,20,30,56.13617070001783,56.13617070001783,56.63684150000336,56.703716700023506,56.75390220002737,56.75390220002737,56.75390220002737,56.75390220002737,56.803633700008504,56.803633700008504,56.803633700008504,left,0.5324382999970112,57.35434260001057,57.35434260001057,None,56.803633700008504,56.803633700008504,56.803633700008504,56.803633700008504,56.803633700008504,56.803633700008504,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
29.4,45,-1,-1,0,21,21,77,57.35434260001057,57.35434260001057,57.85487350000767,57.92156720001367,57.97179320000578,57.97179320000578,57.97179320000578,57.97179320000578,58.021682500024326,58.021682500024326,58.021682500024326,left,0.5065508999978192,58.55553590002819,58.55553590002819,None,58.021682500024326,58.021682500024326,58.021682500024326,58.021682500024326,58.021682500024326,58.021682500024326,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
42.7,45,1,-1,0,22,22,98,58.55553590002819,58.55553590002819,59.05597090002266,59.12277549999999,59.173030100006144,59.173030100006144,59.173030100006144,59.173030100006144,59.22286490001716,59.22286490001716,59.22286490001716,left,0.6976865000033285,59.94013480001013,59.94013480001013,None,59.22286490001716,59.22286490001716,59.22286490001716,59.22286490001716,59.22286490001716,59.22286490001716,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
42.7,315,1,1,0,23,23,71,59.94013480001013,59.94013480001013,60.44069880002644,60.507406500022626,60.557838700013235,60.557838700013235,60.557838700013235,60.557838700013235,60.60764120001113,60.60764120001113,60.60764120001113,left,0.8246488999866415,61.45833050002693,61.45833050002693,None,60.60764120001113,60.60764120001113,60.60764120001113,60.60764120001113,60.60764120001113,60.60764120001113,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
35.3,45,1,0,0,24,24,24,61.45833050002693,61.45833050002693,61.95893770002294,62.02565420002793,62.075975600018864,62.075975600018864,62.075975600018864,62.075975600018864,62.125926700013224,62.125926700013224,62.125926700013224,left,1.0175410999800079,63.16016120000859,63.16016120000859,None,62.125926700013224,62.125926700013224,62.125926700013224,62.125926700013224,62.125926700013224,62.125926700013224,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
19.6,45,1,1,0,25,25,56,63.16016120000859,63.16016120000859,63.66080630000215,63.727276400022674,63.77765860001091,63.77765860001091,63.77765860001091,63.77765860001091,63.82748650002759,63.82748650002759,63.82748650002759,left,0.5160710999916773,64.3611972000217,64.3611972000217,None,63.82748650002759,63.82748650002759,63.82748650002759,63.82748650002759,63.82748650002759,63.82748650002759,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
35.3,45,-1,1,0,26,26,42,64.3611972000217,64.3611972000217,64.8616117000056,64.92870370001765,64.97891700000037,64.97891700000037,64.97891700000037,64.97891700000037,65.02868570000282,65.02868570000282,65.02868570000282,left,0.43453590001445264,65.49565440000151,65.49565440000151,None,65.02868570000282,65.02868570000282,65.02868570000282,65.02868570000282,65.02868570000282,65.02868570000282,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
39.2,315,-1,0,0,27,27,16,65.49565440000151,65.49565440000151,65.99630950001301,66.06312090001302,66.11337120001554,66.11337120001554,66.11337120001554,66.11337120001554,66.1630281000107,66.1630281000107,66.1630281000107,right,0.8122670000011567,66.99729050000315,66.99729050000315,None,66.1630281000107,66.1630281000107,66.1630281000107,66.1630281000107,66.1630281000107,66.1630281000107,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
35.3,315,1,-1,0,28,28,105,66.99729050000315,66.99729050000315,67.49782080002478,67.5646257000044,67.61492950000684,67.61492950000684,67.61492950000684,67.61492950000684,67.6646586000279,67.6646586000279,67.6646586000279,left,0.7835782999754883,68.4654621000227,68.4654621000227,None,67.6646586000279,67.6646586000279,67.6646586000279,67.6646586000279,67.6646586000279,67.6646586000279,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
29.4,45,-1,1,0,29,29,41,68.4654621000227,68.4654621000227,68.96587000001455,69.03238550000242,69.08270400000038,69.08270400000038,69.08270400000038,69.08270400000038,69.13280750002014,69.13280750002014,69.13280750002014,left,1.1384443999850191,70.30062660001568,70.30062660001568,None,69.13280750002014,69.13280750002014,69.13280750002014,69.13280750002014,69.13280750002014,69.13280750002014,,12,001,2025-12-19_15h47.14.271,2025C_exp1_comp,2022.2.4,60.04732930534004,
