contrast,ori,side,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left2.started,noise_right2.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left2.stopped,noise_right2.stopped,key_resp.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
19.6,45,1,1,0,0,0,56,18.207785900012823,18.207785900012823,18.68397539999569,18.750840799999423,18.827882700017653,18.827882700017653,18.827882700017653,18.827882700017653,18.850894300005166,18.850894300005166,18.850894300005166,18.850894300005166,18.850894300005166,18.850894300005166,18.867423499992583,18.867423499992583,18.867423499992583,left,1.3687214000092354,20.252319799998077,20.252319799998077,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
19.6,315,-1,1,0,1,1,47,20.252319799998077,20.252319799998077,20.752844500006177,20.81959200001438,20.869885099993553,20.869885099993553,20.869885099993553,20.869885099993553,20.919549900019774,20.919549900019774,20.919549900019774,20.919549900019774,20.919549900019774,20.919549900019774,20.919549900019774,20.919549900019774,20.919549900019774,right,1.5002342999796383,22.43792550000944,22.43792550000944,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
19.6,315,1,1,0,2,2,65,22.43792550000944,22.43792550000944,22.938393599994015,23.005107200006023,23.05549830000382,23.05549830000382,23.05549830000382,23.05549830000382,23.105240800010506,23.105240800010506,23.105240800010506,23.105240800010506,23.105240800010506,23.105240800010506,23.105240800010506,23.105240800010506,23.105240800010506,left,0.9070170999912079,24.03947600000538,24.03947600000538,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
25.5,315,1,-1,0,3,3,103,24.03947600000538,24.03947600000538,24.539912300009746,24.606724500015844,24.657029199996032,24.657029199996032,24.657029199996032,24.657029199996032,24.70685620000586,24.70685620000586,24.70685620000586,24.70685620000586,24.70685620000586,24.70685620000586,24.70685620000586,24.70685620000586,24.70685620000586,right,4.816216100007296,29.544859200017527,29.544859200017527,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
12.1,315,1,1,0,4,4,63,29.544859200017527,29.544859200017527,30.045513999997638,30.112209500017343,30.162536000018008,30.162536000018008,30.162536000018008,30.162536000018008,30.212323700019624,30.212323700019624,30.212323700019624,30.212323700019624,30.212323700019624,30.212323700019624,30.212323700019624,30.212323700019624,30.212323700019624,left,0.5280333000118844,30.76285719999578,30.76285719999578,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
12.1,45,-1,0,0,5,5,0,30.76285719999578,30.76285719999578,31.2632605000108,31.32996020000428,31.380412200000137,31.380412200000137,31.380412200000137,31.380412200000137,31.430132300010882,31.430132300010882,31.430132300010882,31.430132300010882,31.430132300010882,31.430132300010882,31.430132300010882,31.430132300010882,31.430132300010882,right,0.8368886999960523,32.29773710001609,32.29773710001609,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
19.6,45,-1,1,0,6,6,38,32.29773710001609,32.29773710001609,32.7983205000055,32.865044900012435,32.91532289999304,32.91532289999304,32.91532289999304,32.91532289999304,32.965105700015556,32.965105700015556,32.965105700015556,32.965105700015556,32.965105700015556,32.965105700015556,32.965105700015556,32.965105700015556,32.965105700015556,right,0.5741484000172932,33.56572210000013,33.56572210000013,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
39.2,45,1,0,0,7,7,25,33.56572210000013,33.56572210000013,34.066219700005604,34.13277900000685,34.18319589999737,34.18319589999737,34.18319589999737,34.18319589999737,34.23295080001117,34.23295080001117,34.23295080001117,34.23295080001117,34.23295080001117,34.23295080001117,34.23295080001117,34.23295080001117,34.23295080001117,left,0.6116347000061069,34.86697390000336,34.86697390000336,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
12.1,315,-1,0,0,8,8,9,34.86697390000336,34.86697390000336,35.36747560001095,35.43418660000316,35.484496899996884,35.484496899996884,35.484496899996884,35.484496899996884,35.53416959999595,35.53416959999595,35.53416959999595,35.53416959999595,35.53416959999595,35.53416959999595,35.53416959999595,35.53416959999595,35.53416959999595,right,0.4215023999859113,35.98459040001035,35.98459040001035,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
12.1,45,-1,1,0,9,9,36,35.98459040001035,35.98459040001035,36.4850821,36.55193690001033,36.60225630001514,36.60225630001514,36.60225630001514,36.60225630001514,36.65176780000911,36.65176780000911,36.65176780000911,36.65176780000911,36.65176780000911,36.65176780000911,36.65176780000911,36.65176780000911,36.65176780000911,right,0.4317495000141207,37.10242870001821,37.10242870001821,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
22.7,45,1,-1,0,10,10,93,37.10242870001821,37.10242870001821,37.603086000017356,37.669472200010205,37.72004919999745,37.72004919999745,37.72004919999745,37.72004919999745,37.76964400001452,37.76964400001452,37.76964400001452,37.76964400001452,37.76964400001452,37.76964400001452,37.76964400001452,37.76964400001452,37.76964400001452,left,0.42658769999979995,38.2203347000177,38.2203347000177,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
35.3,45,-1,-1,0,11,11,78,38.2203347000177,38.2203347000177,38.72059460001765,38.787530600005994,38.83780540002044,38.83780540002044,38.83780540002044,38.83780540002044,38.88762100000167,38.88762100000167,38.88762100000167,38.88762100000167,38.88762100000167,38.88762100000167,38.88762100000167,38.88762100000167,38.88762100000167,right,0.8118118999991566,39.72159349999856,39.72159349999856,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
12.1,45,1,-1,0,12,12,90,39.72159349999856,39.72159349999856,40.222301600006176,40.28899180001463,40.339249500015285,40.339249500015285,40.339249500015285,40.339249500015285,40.38909720000811,40.38909720000811,40.38909720000811,40.38909720000811,40.38909720000811,40.38909720000811,40.38909720000811,40.38909720000811,40.38909720000811,left,0.4788072000083048,40.88949030000367,40.88949030000367,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
22.7,315,-1,-1,0,13,13,84,40.88949030000367,40.88949030000367,41.39020890000393,41.4568618000194,41.50719030000619,41.50719030000619,41.50719030000619,41.50719030000619,41.55697920001694,41.55697920001694,41.55697920001694,41.55697920001694,41.55697920001694,41.55697920001694,41.55697920001694,41.55697920001694,41.55697920001694,right,0.3984509000147227,41.97409669999615,41.97409669999615,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
39.2,315,-1,0,0,14,14,16,41.97409669999615,41.97409669999615,42.474600000015926,42.54120229999535,42.59152390001691,42.59152390001691,42.59152390001691,42.59152390001691,42.64144720000331,42.64144720000331,42.64144720000331,42.64144720000331,42.64144720000331,42.64144720000331,42.64144720000331,42.64144720000331,42.64144720000331,left,1.258236300025601,43.92584090001765,43.92584090001765,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
29.4,315,1,-1,0,15,15,104,43.92584090001765,43.92584090001765,44.42657040001359,44.49330370000098,44.54366409999784,44.54366409999784,44.54366409999784,44.54366409999784,44.593309100018814,44.593309100018814,44.593309100018814,44.593309100018814,44.593309100018814,44.593309100018814,44.593309100018814,44.593309100018814,44.593309100018814,right,0.6908508999913465,45.31070329999784,45.31070329999784,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
22.7,45,-1,1,0,16,16,39,45.31070329999784,45.31070329999784,45.81088030000683,45.877954199997475,45.92821100002038,45.92821100002038,45.92821100002038,45.92821100002038,45.977911800000584,45.977911800000584,45.977911800000584,45.977911800000584,45.977911800000584,45.977911800000584,45.977911800000584,45.977911800000584,45.977911800000584,right,0.8010941999964416,46.79559170000721,46.79559170000721,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
22.7,315,1,0,0,17,17,30,46.79559170000721,46.79559170000721,47.29632069999934,47.3630145000061,47.41330149999703,47.41330149999703,47.41330149999703,47.41330149999703,47.46299590001581,47.46299590001581,47.46299590001581,47.46299590001581,47.46299590001581,47.46299590001581,47.46299590001581,47.46299590001581,47.46299590001581,left,0.5961248000094201,48.08002630001283,48.08002630001283,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
29.4,315,-1,1,0,18,18,50,48.08002630001283,48.08002630001283,48.58075870000175,48.64752009999938,48.697800399997504,48.697800399997504,48.697800399997504,48.697800399997504,48.747543800011044,48.747543800011044,48.747543800011044,48.747543800011044,48.747543800011044,48.747543800011044,48.747543800011044,48.747543800011044,48.747543800011044,right,0.40793750001466833,49.18098370000371,49.18098370000371,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
12.1,45,1,0,0,19,19,18,49.18098370000371,49.18098370000371,49.68161970001529,49.74847290001344,49.79877779999515,49.79877779999515,49.79877779999515,49.79877779999515,49.84856290000607,49.84856290000607,49.84856290000607,49.84856290000607,49.84856290000607,49.84856290000607,49.84856290000607,49.84856290000607,49.84856290000607,left,0.45203059999039397,50.332351899996866,50.332351899996866,None,,11,001,2025-12-19_13h55.03.919,2025C_exp1_comp,2022.2.4,59.928038414667434,
