contrast,ori,side,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left2.started,noise_right2.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left2.stopped,noise_right2.stopped,key_resp.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
19.6,45,-1,-1,0,0,0,74,14.224145300220698,14.224145300220698,14.693208600394428,14.759886000305414,14.838916100095958,14.838916100095958,14.838916100095958,14.838916100095958,14.86005590017885,14.86005590017885,14.86005590017885,14.86005590017885,14.86005590017885,14.86005590017885,14.893422500230372,14.893422500230372,14.893422500230372,left,2.5843493002466857,17.49607940018177,17.49607940018177,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
39.2,315,1,0,0,1,1,34,17.49607940018177,17.49607940018177,17.996639100369066,18.063211100175977,18.11364410025999,18.11364410025999,18.11364410025999,18.11364410025999,18.163431500084698,18.163431500084698,18.163431500084698,18.163431500084698,18.163431500084698,18.163431500084698,18.163431500084698,18.163431500084698,18.163431500084698,right,4.409203100018203,22.60117180040106,22.60117180040106,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
12.1,315,-1,1,0,2,2,45,22.60117180040106,22.60117180040106,23.101531200110912,23.168401000089943,23.218778900336474,23.218778900336474,23.218778900336474,23.218778900336474,23.26851740013808,23.26851740013808,23.26851740013808,23.26851740013808,23.26851740013808,23.26851740013808,23.26851740013808,23.26851740013808,23.26851740013808,right,1.5130358999595046,24.803361300379038,24.803361300379038,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
35.3,45,-1,0,0,3,3,6,24.803361300379038,24.803361300379038,25.30377780040726,25.370641500223428,25.42067740019411,25.42067740019411,25.42067740019411,25.42067740019411,25.470572700258344,25.470572700258344,25.470572700258344,25.470572700258344,25.470572700258344,25.470572700258344,25.470572700258344,25.470572700258344,25.470572700258344,right,1.9510466000065207,27.439336200244725,27.439336200244725,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
19.6,315,-1,-1,0,4,4,83,27.439336200244725,27.439336200244725,27.93983589997515,28.006552000064403,28.05686300015077,28.05686300015077,28.05686300015077,28.05686300015077,28.106515200342983,28.106515200342983,28.106515200342983,28.106515200342983,28.106515200342983,28.106515200342983,28.106515200342983,28.106515200342983,28.106515200342983,left,1.9540331000462174,30.09198940033093,30.09198940033093,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
12.1,315,1,1,0,5,5,63,30.09198940033093,30.09198940033093,30.592498400248587,30.658982899971306,30.709223200101405,30.709223200101405,30.709223200101405,30.709223200101405,30.7592700002715,30.7592700002715,30.7592700002715,30.7592700002715,30.7592700002715,30.7592700002715,30.7592700002715,30.7592700002715,30.7592700002715,left,1.3986578998155892,32.177360200323164,32.177360200323164,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
12.1,45,1,-1,0,6,6,90,32.177360200323164,32.177360200323164,32.67791010020301,32.7446644003503,32.79494330007583,32.79494330007583,32.79494330007583,32.79494330007583,32.844701300375164,32.844701300375164,32.844701300375164,32.844701300375164,32.844701300375164,32.844701300375164,32.844701300375164,32.844701300375164,32.844701300375164,left,23.344481700100005,56.21803340036422,56.21803340036422,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
19.6,45,1,0,0,7,7,20,56.21803340036422,56.21803340036422,56.71833660034463,56.7853662003763,56.835729100275785,56.835729100275785,56.835729100275785,56.835729100275785,56.885526000056416,56.885526000056416,56.885526000056416,56.885526000056416,56.885526000056416,56.885526000056416,56.885526000056416,56.885526000056416,56.885526000056416,left,1.0403456999920309,57.953195800073445,57.953195800073445,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
22.7,315,-1,0,0,8,8,12,57.953195800073445,57.953195800073445,58.453663300257176,58.520376400090754,58.57070860033855,58.57070860033855,58.57070860033855,58.57070860033855,58.620508700143546,58.620508700143546,58.620508700143546,58.620508700143546,58.620508700143546,58.620508700143546,58.620508700143546,58.620508700143546,58.620508700143546,right,1.0888310996815562,59.73815830005333,59.73815830005333,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
25.5,45,1,1,0,9,9,58,59.73815830005333,59.73815830005333,60.23872400028631,60.30551750026643,60.35576170030981,60.35576170030981,60.35576170030981,60.35576170030981,60.40560920024291,60.40560920024291,60.40560920024291,60.40560920024291,60.40560920024291,60.40560920024291,60.40560920024291,60.40560920024291,60.40560920024291,right,2.4559291996993124,62.891473000403494,62.891473000403494,None,,4,001,2025-12-16_17h08.15.316,2025C_exp1_comp,2022.2.4,59.79713211104799,
