contrast,ori,side,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left2.started,noise_right2.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left2.stopped,noise_right2.stopped,key_resp.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
25.5,45,1,-1,0,0,0,94,18.00316149974242,18.00316149974242,18.48235369985923,18.548994099721313,18.63018749980256,18.63018749980256,18.63018749980256,18.63018749980256,18.665849999990314,18.665849999990314,18.665849999990314,18.665849999990314,18.665849999990314,18.665849999990314,18.665849999990314,18.665849999990314,18.665849999990314,right,1.3703192002139986,20.067189400084317,20.067189400084317,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
25.5,315,1,-1,0,1,1,103,20.067189400084317,20.067189400084317,20.56783950002864,20.634434099774808,20.684772599954158,20.684772599954158,20.684772599954158,20.684772599954158,20.734458799939603,20.734458799939603,20.734458799939603,20.734458799939603,20.734458799939603,20.734458799939603,20.734458799939603,20.734458799939603,20.734458799939603,right,0.7162275002337992,21.468842499889433,21.468842499889433,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
19.6,45,-1,1,0,2,2,38,21.468842499889433,21.468842499889433,21.969287399668247,22.03588499967009,22.08637689985335,22.08637689985335,22.08637689985335,22.08637689985335,22.136224399786443,22.136224399786443,22.136224399786443,22.136224399786443,22.136224399786443,22.136224399786443,22.136224399786443,22.136224399786443,22.136224399786443,right,0.5393817001022398,22.70351090002805,22.70351090002805,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
22.7,315,-1,1,0,3,3,48,22.70351090002805,22.70351090002805,23.20370139973238,23.27046509971842,23.32080759992823,23.32080759992823,23.32080759992823,23.32080759992823,23.37054829997942,23.37054829997942,23.37054829997942,23.37054829997942,23.37054829997942,23.37054829997942,23.37054829997942,23.37054829997942,23.37054829997942,right,0.6485859001986682,24.037893899716437,24.037893899716437,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
12.1,315,1,-1,0,4,4,99,24.037893899716437,24.037893899716437,24.538571999873966,24.605264599900693,24.65539119997993,24.65539119997993,24.65539119997993,24.65539119997993,24.705260599963367,24.705260599963367,24.705260599963367,24.705260599963367,24.705260599963367,24.705260599963367,24.705260599963367,24.705260599963367,24.705260599963367,left,21.11429030029103,45.843123599886894,45.843123599886894,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
12.1,315,-1,0,0,5,5,9,45.843123599886894,45.843123599886894,46.3433379996568,46.410253799986094,46.46060309978202,46.46060309978202,46.46060309978202,46.46060309978202,46.510652099736035,46.510652099736035,46.510652099736035,46.510652099736035,46.510652099736035,46.510652099736035,46.510652099736035,46.510652099736035,46.510652099736035,right,0.7165061002597213,47.244279799982905,47.244279799982905,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
35.3,45,1,-1,0,6,6,96,47.244279799982905,47.244279799982905,47.74497199989855,47.811649499926716,47.8619515998289,47.8619515998289,47.8619515998289,47.8619515998289,47.91168069979176,47.91168069979176,47.91168069979176,47.91168069979176,47.91168069979176,47.91168069979176,47.91168069979176,47.91168069979176,47.91168069979176,left,0.6037461999803782,48.54576899996027,48.54576899996027,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
42.7,45,-1,1,0,7,7,44,48.54576899996027,48.54576899996027,49.046168599743396,49.11288939975202,49.1632062997669,49.1632062997669,49.1632062997669,49.1632062997669,49.213104399852455,49.213104399852455,49.213104399852455,49.213104399852455,49.213104399852455,49.213104399852455,49.213104399852455,49.213104399852455,49.213104399852455,right,0.49434670014306903,49.73025699984282,49.73025699984282,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
39.2,45,-1,1,0,8,8,43,49.73025699984282,49.73025699984282,50.230803799815476,50.29741119965911,50.347812599968165,50.347812599968165,50.347812599968165,50.347812599968165,50.397518899757415,50.397518899757415,50.397518899757415,50.397518899757415,50.397518899757415,50.397518899757415,50.397518899757415,50.397518899757415,50.397518899757415,left,0.3092300002463162,50.73110929969698,50.73110929969698,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
12.1,315,1,0,0,9,9,27,50.73110929969698,50.73110929969698,51.231679799966514,51.29849479999393,51.34880260005593,51.34880260005593,51.34880260005593,51.34880260005593,51.398470299784094,51.398470299784094,51.398470299784094,51.398470299784094,51.398470299784094,51.398470299784094,51.398470299784094,51.398470299784094,51.398470299784094,left,0.3885884000919759,51.81568149989471,51.81568149989471,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
12.1,45,1,1,0,10,10,54,51.81568149989471,51.81568149989471,52.31620909972116,52.38293629977852,52.4330291999504,52.4330291999504,52.4330291999504,52.4330291999504,52.483020399697125,52.483020399697125,52.483020399697125,52.483020399697125,52.483020399697125,52.483020399697125,52.483020399697125,52.483020399697125,52.483020399697125,left,0.3519658003933728,52.86668869992718,52.86668869992718,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
25.5,45,-1,-1,0,11,11,76,52.86668869992718,52.86668869992718,53.367334299720824,53.43395569967106,53.48418649984524,53.48418649984524,53.48418649984524,53.48418649984524,53.53392429975793,53.53392429975793,53.53392429975793,53.53392429975793,53.53392429975793,53.53392429975793,53.53392429975793,53.53392429975793,53.53392429975793,right,0.49372530030086637,54.051113499794155,54.051113499794155,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
19.6,315,1,-1,0,12,12,101,54.051113499794155,54.051113499794155,54.551637900061905,54.618483199737966,54.66858399985358,54.66858399985358,54.66858399985358,54.66858399985358,54.7183918999508,54.7183918999508,54.7183918999508,54.7183918999508,54.7183918999508,54.7183918999508,54.7183918999508,54.7183918999508,54.7183918999508,left,0.477061300072819,55.21916119987145,55.21916119987145,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
19.6,45,-1,0,0,13,13,2,55.21916119987145,55.21916119987145,55.719617600087076,55.78622729983181,55.83664319990203,55.83664319990203,55.83664319990203,55.83664319990203,55.886520399712026,55.886520399712026,55.886520399712026,55.886520399712026,55.886520399712026,55.886520399712026,55.886520399712026,55.886520399712026,55.886520399712026,right,0.357389600481838,56.27014139993116,56.27014139993116,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
39.2,315,-1,0,0,14,14,16,56.27014139993116,56.27014139993116,56.77037459984422,56.83737069973722,56.887885299976915,56.887885299976915,56.887885299976915,56.887885299976915,56.937728099990636,56.937728099990636,56.937728099990636,56.937728099990636,56.937728099990636,56.937728099990636,56.937728099990636,56.937728099990636,56.937728099990636,right,0.5377237005159259,57.50457439990714,57.50457439990714,None,,3,001,2025-12-16_15h13.59.524,2025C_exp1_comp,2022.2.4,60.013383072356824,
